date,Count
6/30/2021 - 7/1/2021,39
7/1/2021 - 7/2/2021,42
7/2/2021 - 7/3/2021,71
7/3/2021 - 7/4/2021,77
7/4/2021 - 7/5/2021,75
7/5/2021 - 7/6/2021,66
7/6/2021 - 7/7/2021,42
7/7/2021 - 7/8/2021,43
7/8/2021 - 7/9/2021,42
7/9/2021 - 7/10/2021,59
7/10/2021 - 7/11/2021,62
7/11/2021 - 7/12/2021,55
7/12/2021 - 7/13/2021,33
7/13/2021 - 7/14/2021,39
7/14/2021 - 7/15/2021,40
7/15/2021 - 7/16/2021,39
7/16/2021 - 7/17/2021,34
7/17/2021 - 7/18/2021,58
7/18/2021 - 7/19/2021,63
7/19/2021 - 7/20/2021,33
7/20/2021 - 7/21/2021,33
7/21/2021 - 7/22/2021,31
7/22/2021 - 7/23/2021,39
7/23/2021 - 7/24/2021,37
7/24/2021 - 7/25/2021,44
7/25/2021 - 7/26/2021,48
7/26/2021 - 7/27/2021,33
7/27/2021 - 7/28/2021,40
7/28/2021 - 7/29/2021,36
7/29/2021 - 7/30/2021,33
7/30/2021 - 7/31/2021,42
7/31/2021 - 8/1/2021,52
8/1/2021 - 8/2/2021,59
8/2/2021 - 8/3/2021,44
8/3/2021 - 8/4/2021,31
8/4/2021 - 8/5/2021,29
8/5/2021 - 8/6/2021,35
8/6/2021 - 8/7/2021,25
8/7/2021 - 8/8/2021,48
8/8/2021 - 8/9/2021,38
8/9/2021 - 8/10/2021,26
8/10/2021 - 8/11/2021,26
8/11/2021 - 8/12/2021,25
8/12/2021 - 8/13/2021,24
8/13/2021 - 8/14/2021,26
8/14/2021 - 8/15/2021,55
8/15/2021 - 8/16/2021,46
8/16/2021 - 8/17/2021,34
8/17/2021 - 8/18/2021,29
8/18/2021 - 8/19/2021,23
8/19/2021 - 8/20/2021,27
8/20/2021 - 8/21/2021,40
8/21/2021 - 8/22/2021,31
8/22/2021 - 8/23/2021,33
8/23/2021 - 8/24/2021,19
8/24/2021 - 8/25/2021,25
8/25/2021 - 8/26/2021,26
8/26/2021 - 8/27/2021,28
8/27/2021 - 8/28/2021,28
8/28/2021 - 8/29/2021,46
8/29/2021 - 8/30/2021,46
8/30/2021 - 8/31/2021,27
8/31/2021 - 9/1/2021,35
9/1/2021 - 9/2/2021,31
9/2/2021 - 9/3/2021,45
9/3/2021 - 9/4/2021,46
9/4/2021 - 9/5/2021,40
9/5/2021 - 9/6/2021,62
9/6/2021 - 9/7/2021,71
9/7/2021 - 9/8/2021,38
9/8/2021 - 9/9/2021,39
9/9/2021 - 9/10/2021,49
9/10/2021 - 9/11/2021,38
9/11/2021 - 9/12/2021,39
9/12/2021 - 9/13/2021,54
9/13/2021 - 9/14/2021,30
9/14/2021 - 9/15/2021,26
9/15/2021 - 9/16/2021,48
9/16/2021 - 9/17/2021,53
9/17/2021 - 9/18/2021,34
9/18/2021 - 9/19/2021,41
9/19/2021 - 9/20/2021,42
9/20/2021 - 9/21/2021,21
9/21/2021 - 9/22/2021,20
9/22/2021 - 9/23/2021,5
9/23/2021 - 9/24/2021,29
9/24/2021 - 9/25/2021,29
9/25/2021 - 9/26/2021,41
9/26/2021 - 9/27/2021,44
9/27/2021 - 9/28/2021,15
9/28/2021 - 9/29/2021,29
9/29/2021 - 9/30/2021,31
9/30/2021 - 10/1/2021,35
10/1/2021 - 10/2/2021,34
10/2/2021 - 10/3/2021,38
10/3/2021 - 10/4/2021,43
10/4/2021 - 10/5/2021,29
10/5/2021 - 10/6/2021,38
10/6/2021 - 10/7/2021,30
10/7/2021 - 10/8/2021,38
10/8/2021 - 10/9/2021,31
10/9/2021 - 10/10/2021,77
10/10/2021 - 10/11/2021,42
10/11/2021 - 10/12/2021,29
10/12/2021 - 10/13/2021,20
10/13/2021 - 10/14/2021,31
10/14/2021 - 10/15/2021,35
10/15/2021 - 10/16/2021,28
10/16/2021 - 10/17/2021,43
10/17/2021 - 10/18/2021,41
10/18/2021 - 10/19/2021,43
10/19/2021 - 10/20/2021,31
10/20/2021 - 10/21/2021,28
10/21/2021 - 10/22/2021,13
10/22/2021 - 10/23/2021,22
10/23/2021 - 10/24/2021,45
10/24/2021 - 10/25/2021,21
10/25/2021 - 10/26/2021,12
10/26/2021 - 10/27/2021,33
10/27/2021 - 10/28/2021,26
10/28/2021 - 10/29/2021,17
10/29/2021 - 10/30/2021,33
10/30/2021 - 10/31/2021,39
10/31/2021 - 11/1/2021,43
11/1/2021 - 11/2/2021,24
11/2/2021 - 11/3/2021,48
11/3/2021 - 11/4/2021,27
11/4/2021 - 11/5/2021,24
11/5/2021 - 11/6/2021,33
11/6/2021 - 11/7/2021,38
11/7/2021 - 11/8/2021,52
11/8/2021 - 11/9/2021,24
11/9/2021 - 11/10/2021,27
11/10/2021 - 11/11/2021,24
11/11/2021 - 11/12/2021,21
11/12/2021 - 11/13/2021,23
11/13/2021 - 11/14/2021,25
11/14/2021 - 11/15/2021,19
11/15/2021 - 11/16/2021,26
11/16/2021 - 11/17/2021,20
11/17/2021 - 11/18/2021,14
11/18/2021 - 11/19/2021,11
11/19/2021 - 11/20/2021,22
11/20/2021 - 11/21/2021,27
11/21/2021 - 11/22/2021,26
11/22/2021 - 11/23/2021,16
11/23/2021 - 11/24/2021,19
11/24/2021 - 11/25/2021,15
11/25/2021 - 11/26/2021,14
11/26/2021 - 11/27/2021,26
11/27/2021 - 11/28/2021,23
11/28/2021 - 11/29/2021,26
11/29/2021 - 11/30/2021,17
11/30/2021 - 12/1/2021,20
12/1/2021 - 12/2/2021,9
12/2/2021 - 12/3/2021,21
12/3/2021 - 12/4/2021,24
12/4/2021 - 12/5/2021,18
12/5/2021 - 12/6/2021,19
12/6/2021 - 12/7/2021,9
12/7/2021 - 12/8/2021,10
12/8/2021 - 12/9/2021,12
12/9/2021 - 12/10/2021,16
12/10/2021 - 12/11/2021,22
12/11/2021 - 12/12/2021,8
12/12/2021 - 12/13/2021,26
12/13/2021 - 12/14/2021,20
12/14/2021 - 12/15/2021,17
12/15/2021 - 12/16/2021,27
12/16/2021 - 12/17/2021,12
12/17/2021 - 12/18/2021,18
12/18/2021 - 12/19/2021,37
12/19/2021 - 12/20/2021,51
12/20/2021 - 12/21/2021,18
12/21/2021 - 12/22/2021,30
12/22/2021 - 12/23/2021,25
12/23/2021 - 12/24/2021,16
12/24/2021 - 12/25/2021,27
12/25/2021 - 12/26/2021,24
12/26/2021 - 12/27/2021,30
12/27/2021 - 12/28/2021,33
12/28/2021 - 12/29/2021,11
12/29/2021 - 12/30/2021,31
12/30/2021 - 12/31/2021,25
12/31/2021 - 1/1/2022,28
1/1/2022 - 1/2/2022,58
1/2/2022 - 1/3/2022,61
1/3/2022 - 1/4/2022,43
1/4/2022 - 1/5/2022,29
1/5/2022 - 1/6/2022,13
1/6/2022 - 1/7/2022,31
1/7/2022 - 1/8/2022,27
1/8/2022 - 1/9/2022,32
1/9/2022 - 1/10/2022,45
1/10/2022 - 1/11/2022,28
1/11/2022 - 1/12/2022,20
1/12/2022 - 1/13/2022,29
1/13/2022 - 1/14/2022,37
1/14/2022 - 1/15/2022,30
1/15/2022 - 1/16/2022,33
1/16/2022 - 1/17/2022,48
1/17/2022 - 1/18/2022,22
1/18/2022 - 1/19/2022,27
1/19/2022 - 1/20/2022,33
1/20/2022 - 1/21/2022,22
1/21/2022 - 1/22/2022,29
1/22/2022 - 1/23/2022,38
1/23/2022 - 1/24/2022,35
1/24/2022 - 1/25/2022,25
1/25/2022 - 1/26/2022,22
1/26/2022 - 1/27/2022,18
1/27/2022 - 1/28/2022,20
1/28/2022 - 1/29/2022,17
1/29/2022 - 1/30/2022,46
1/30/2022 - 1/31/2022,47
1/31/2022 - 2/1/2022,29
2/1/2022 - 2/2/2022,36
2/2/2022 - 2/3/2022,13
2/3/2022 - 2/4/2022,25
2/4/2022 - 2/5/2022,23
2/5/2022 - 2/6/2022,25
2/6/2022 - 2/7/2022,46
2/7/2022 - 2/8/2022,22
2/8/2022 - 2/9/2022,19
2/9/2022 - 2/10/2022,34
2/10/2022 - 2/11/2022,22
2/11/2022 - 2/12/2022,22
2/12/2022 - 2/13/2022,25
2/13/2022 - 2/14/2022,32
2/14/2022 - 2/15/2022,21
2/15/2022 - 2/16/2022,40
2/16/2022 - 2/17/2022,34
2/17/2022 - 2/18/2022,17
2/18/2022 - 2/19/2022,71
2/19/2022 - 2/20/2022,82
2/20/2022 - 2/21/2022,119
2/21/2022 - 2/22/2022,126
2/22/2022 - 2/23/2022,39
2/23/2022 - 2/24/2022,48
2/24/2022 - 2/25/2022,30
2/25/2022 - 2/26/2022,32
2/26/2022 - 2/27/2022,62
2/27/2022 - 2/28/2022,90
2/28/2022 - 3/1/2022,65
3/1/2022 - 3/2/2022,84
3/2/2022 - 3/3/2022,82
3/3/2022 - 3/4/2022,49
3/4/2022 - 3/5/2022,70
3/5/2022 - 3/6/2022,113
3/6/2022 - 3/7/2022,116
3/7/2022 - 3/8/2022,34
3/8/2022 - 3/9/2022,54
3/9/2022 - 3/10/2022,72
3/10/2022 - 3/11/2022,72
3/11/2022 - 3/12/2022,53
3/12/2022 - 3/13/2022,77
3/12/2022 - 3/14/2022,81
3/14/2022 - 3/15/2022,83
3/15/2022 - 3/16/2022,82
3/16/2022 - 3/17/2022,90
3/17/2022 - 3/18/2022,84
3/18/2022 - 3/19/2022,71
3/19/2022 - 3/20/2022,67
3/20/2022 - 3/21/2022,126
3/21/2022 - 3/22/2022,76
3/22/2022 - 3/23/2022,53
3/23/2022 - 3/24/2022,82
3/24/2022 - 3/25/2022,73
3/25/2022 - 3/26/2022,57
3/26/2022 - 3/27/2022,71
3/27/2022 - 3/28/2022,108
3/28/2022 - 3/29/2022,89
3/29/2022 - 3/30/2022,76
3/30/2022 - 3/31/2022,113
3/31/2022 - 4/1/2022,53
4/1/2022 - 4/2/2022,90
4/2/2022 - 4/3/2022,114
4/3/2022 - 4/4/2022,152
4/4/2022 - 4/5/2022,91
4/5/2022 - 4/6/2022,98
4/6/2022 - 4/7/2022,60
4/7/2022 - 4/8/2022,67
4/8/2022 - 4/9/2022,79
4/9/2022 - 4/10/2022,105
4/10/2022 - 4/11/2022,156
4/11/2022 - 4/12/2022,87
4/12/2022 - 4/13/2022,113
4/13/2022 - 4/14/2022,72
4/14/2022 - 4/15/2022,88
4/15/2022 - 4/16/2022,119
4/16/2022 - 4/17/2022,131
4/17/2022 - 4/18/2022,120
4/18/2022 - 4/19/2022,70
4/19/2022 - 4/20/2022,94
4/20/2022 - 4/21/2022,102
4/21/2022 - 4/22/2022,110
4/22/2022 - 4/23/2022,131
4/23/2022 - 4/24/2022,163
4/24/2022 - 4/25/2022,209
4/25/2022 - 4/26/2022,120
4/26/2022 - 4/27/2022,114
4/27/2022 - 4/28/2022,151
4/28/2022 - 4/29/2022,119
4/29/2022 - 4/30/2022,145
4/30/2022 - 5/1/2022,187
5/1/2022 - 5/2/2022,223
5/2/2022 - 5/3/2022,180
5/3/2022 - 5/4/2022,113
5/4/2022 - 5/5/2022,145
5/5/2022 - 5/6/2022,124
5/6/2022 - 5/7/2022,130
5/7/2022 - 5/8/2022,208
5/8/2022 - 5/9/2022,217
5/9/2022 - 5/10/2022,145
5/10/2022 - 5/11/2022,143
5/11/2022 - 5/12/2022,118
5/12/2022 - 5/13/2022,133
5/13/2022 - 5/14/2022,128
5/14/2022 - 5/15/2022,250
5/15/2022 - 5/16/2022,119
5/16/2022 - 5/17/2022,103
5/17/2022 - 5/18/2022,111
5/18/2022 - 5/19/2022,73
5/19/2022 - 5/20/2022,94
5/20/2022 - 5/21/2022,94
5/21/2022 - 5/22/2022,119
5/22/2022 - 5/23/2022,132
5/23/2022 - 5/24/2022,101
5/24/2022 - 5/25/2022,77
5/25/2022 - 5/26/2022,52
5/26/2022 - 5/27/2022,65
5/27/2022 - 5/28/2022,67
5/28/2022 - 5/29/2022,115
5/29/2022 - 5/30/2022,95
5/30/2022 - 5/31/2022,92
5/31/2022 - 6/1/2022,64
6/1/2022 - 6/2/2022,65
6/2/2022 - 6/3/2022,69
6/3/2022 - 6/4/2022,67
6/4/2022 - 6/5/2022,78
6/5/2022 - 6/6/2022,74
6/6/2022 - 6/7/2022,53
6/7/2022 - 6/8/2022,55
6/8/2022 - 6/9/2022,47
6/9/2022 - 6/10/2022,65
6/10/2022 - 6/11/2022,64
6/11/2022 - 6/12/2022,75
6/12/2022 - 6/13/2022,57
6/13/2022 - 6/14/2022,50
6/14/2022 - 6/15/2022,48
6/15/2022 - 6/16/2022,48
6/16/2022 - 6/17/2022,52
6/17/2022 - 6/18/2022,50
6/18/2022 - 6/19/2022,61
6/19/2022 - 6/20/2022,73
6/20/2022 - 6/21/2022,56
6/21/2022 - 6/22/2022,56
6/22/2022 - 6/23/2022,53
6/23/2022 - 6/24/2022,64
6/24/2022 - 6/25/2022,56
6/25/2022 - 6/26/2022,75
6/26/2022 - 6/27/2022,61
6/27/2022 - 6/28/2022,59
6/28/2022 - 6/29/2022,60
6/29/2022 - 6/30/2022,55
6/30/2022 - 7/1/2022,48
7/1/2022 - 7/2/2022,51
7/2/2022 - 7/3/2022,76
7/3/2022 - 7/4/2022,67
7/4/2022 - 7/5/2022,63
7/5/2022 - 7/6/2022,44
7/6/2022 - 7/7/2022,27
7/7/2022 - 7/8/2022,59
7/8/2022 - 7/9/2022,30
7/9/2022 - 7/10/2022,69
7/10/2022 - 7/11/2022,80
7/11/2022 - 7/12/2022,56
7/12/2022 - 7/13/2022,41
7/13/2022 - 7/14/2022,44
7/14/2022 - 7/15/2022,48
7/15/2022 - 7/16/2022,59
7/16/2022 - 7/17/2022,46
7/17/2022 - 7/18/2022,39
7/18/2022 - 7/19/2022,49
7/19/2022 - 7/20/2022,47
7/20/2022 - 7/21/2022,34
7/21/2022 - 7/22/2022,47
7/22/2022 - 7/23/2022,48
7/23/2022 - 7/24/2022,59
7/24/2022 - 7/25/2022,56
7/25/2022 - 7/26/2022,46
7/26/2022 - 7/27/2022,39
7/27/2022 - 7/28/2022,31
7/28/2022 - 7/29/2022,37
7/29/2022 - 7/30/2022,41
7/30/2022 - 7/31/2022,51
7/31/2022 - 8/1/2022,53
8/1/2022 - 8/2/2022,28
8/2/2022 - 8/3/2022,31
8/3/2022 - 8/4/2022,30
8/4/2022 - 8/5/2022,24
8/5/2022 - 8/6/2022,30
8/6/2022 - 8/7/2022,34
8/7/2022 - 8/8/2022,41
8/8/2022 - 8/9/2022,33
8/9/2022 - 8/10/2022,21
8/10/2022 - 8/11/2022,33
8/11/2022 - 8/12/2022,33
8/12/2022 - 8/13/2022,29
8/13/2022 - 8/14/2022,37
8/14/2022 - 8/15/2022,40
8/15/2022 - 8/16/2022,35
8/16/2022 - 8/17/2022,35
8/17/2022 - 8/18/2022,39
8/18/2022 - 8/19/2022,30
8/19/2022 - 8/20/2022,32
8/20/2022 - 8/21/2022,51
8/21/2022 - 8/22/2022,45
8/22/2022 - 8/23/2022,29
8/23/2022 - 8/24/2022,32
8/24/2022 - 8/25/2022,39
8/25/2022 - 8/26/2022,40
8/26/2022 - 8/27/2022,38
8/27/2022 - 8/28/2022,47
8/28/2022 - 8/29/2022,49
8/29/2022 - 8/30/2022,20
8/30/2022 - 8/31/2022,25
8/31/2022 - 9/1/2022,43
9/1/2022 - 9/2/2022,41
9/2/2022 - 9/3/2022,34
9/3/2022 - 9/4/2022,39
9/4/2022 - 9/5/2022,63
9/5/2022 - 9/6/2022,46
9/6/2022 - 9/7/2022,31
9/7/2022 - 9/8/2022,39
9/8/2022 - 9/9/2022,54
9/9/2022 - 9/10/2022,39
9/10/2022 - 9/11/2022,40
9/11/2022 - 9/12/2022,28
9/12/2022 - 9/13/2022,27
9/13/2022 - 9/14/2022,34
9/14/2022 - 9/15/2022,40
9/15/2022 - 9/16/2022,36
9/16/2022 - 9/17/2022,39
9/17/2022 - 9/18/2022,57
9/18/2022 - 9/19/2022,68
9/19/2022 - 9/20/2022,37
9/20/2022 - 9/21/2022,40
9/21/2022 - 9/22/2022,41
9/22/2022 - 9/23/2022,49
9/23/2022 - 9/24/2022,68
9/24/2022 - 9/25/2022,58
9/25/2022 - 9/26/2022,62
9/26/2022 - 9/27/2022,38
9/27/2022 - 9/28/2022,43
9/28/2022 - 9/29/2022,57
9/29/2022 - 9/30/2022,43
9/30/2022 - 10/1/2022,59
10/1/2022 - 10/2/2022,62
10/2/2022 - 10/3/2022,59
10/3/2022 - 10/4/2022,59
10/4/2022 - 10/5/2022,45
10/5/2022 - 10/6/2022,47
10/6/2022 - 10/7/2022,53
10/7/2022 - 10/8/2022,47
10/8/2022 - 10/9/2022,119
10/9/2022 - 10/10/2022,57
10/10/2022 - 10/11/2022,36
10/11/2022 - 10/12/2022,46
10/12/2022 - 10/13/2022,28
10/13/2022 - 10/14/2022,40
10/14/2022 - 10/15/2022,44
10/15/2022 - 10/16/2022,62
10/16/2022 - 10/17/2022,73
10/17/2022 - 10/18/2022,37
10/18/2022 - 10/19/2022,33
10/19/2022 - 10/20/2022,39
10/20/2022 - 10/21/2022,43
10/21/2022 - 10/22/2022,57
10/22/2022 - 10/23/2022,66
10/23/2022 - 10/24/2022,61
10/24/2022 - 10/25/2022,40
10/25/2022 - 10/26/2022,41
10/26/2022 - 10/27/2022,29
10/27/2022 - 10/28/2022,44
10/28/2022 - 10/29/2022,56
10/29/2022 - 10/30/2022,54
10/30/2022 - 10/31/2022,41
10/31/2022 - 11/1/2022,26
11/1/2022 - 11/2/2022,48
11/2/2022 - 11/3/2022,41
11/3/2022 - 11/4/2022,45
11/4/2022 - 11/5/2022,47
11/5/2022 - 11/6/2022,17
11/6/2022 - 11/7/2022,71
11/7/2022 - 11/8/2022,49
11/8/2022 - 11/9/2022,40
11/9/2022 - 11/10/2022,36
11/10/2022 - 11/11/2022,42
11/11/2022 - 11/12/2022,44
11/12/2022 - 11/13/2022,28
11/13/2022 - 11/14/2022,38
11/14/2022 - 11/15/2022,28
11/15/2022 - 11/16/2022,27
11/16/2022 - 11/17/2022,30
11/17/2022 - 11/18/2022,19
11/18/2022 - 11/19/2022,21
11/19/2022 - 11/20/2022,38
11/20/2022 - 11/21/2022,38
11/21/2022 - 11/22/2022,35
11/22/2022 - 11/23/2022,36
11/23/2022 - 11/24/2022,41
11/24/2022 - 11/25/2022,56
11/25/2022 - 11/26/2022,39
11/26/2022 - 11/27/2022,48
11/27/2022 - 11/28/2022,14
11/28/2022 - 11/29/2022,29
11/29/2022 - 11/30/2022,18
11/30/2022 - 12/1/2022,13
12/1/2022 - 12/2/2022,21
12/2/2022 - 12/3/2022,24
12/3/2022 - 12/4/2022,29
12/4/2022 - 12/5/2022,44
12/5/2022 - 12/6/2022,25
12/6/2022 - 12/7/2022,21
12/7/2022 - 12/8/2022,23
12/8/2022 - 12/9/2022,15
12/9/2022 - 12/10/2022,14
12/10/2022 - 12/11/2022,33
12/11/2022 - 12/12/2022,29
12/12/2022 - 12/13/2022,24
12/13/2022 - 12/14/2022,15
12/14/2022 - 12/15/2022,20
12/15/2022 - 12/16/2022,13
12/16/2022 - 12/17/2022,18
12/17/2022 - 12/18/2022,43
12/18/2022 - 12/19/2022,56
12/19/2022 - 12/20/2022,13
12/20/2022 - 12/21/2022,33
12/21/2022 - 12/22/2022,25
12/22/2022 - 12/23/2022,21
12/23/2022 - 12/24/2022,12
12/24/2022 - 12/25/2022,17
12/25/2022 - 12/26/2022,25
12/26/2022 - 12/27/2022,32
12/27/2022 - 12/28/2022,30
12/28/2022 - 12/29/2022,36
12/29/2022 - 12/30/2022,33
12/30/2022 - 12/31/2022,21
12/31/2022 - 1/1/2023,46
1/1/2023 - 1/2/2023,87
1/2/2023 - 1/3/2023,67
1/3/2023 - 1/4/2023,34
1/4/2023 - 1/5/2023,27
1/5/2023 - 1/6/2023,25
1/6/2023 - 1/7/2023,29
1/7/2023 - 1/8/2023,42
1/8/2023 - 1/9/2023,44
1/9/2023 - 1/10/2023,33
1/10/2023 - 1/11/2023,41
1/11/2023 - 1/12/2023,31
1/12/2023 - 1/13/2023,11
1/13/2023 - 1/14/2023,15
1/14/2023 - 1/15/2023,46
1/15/2023 - 1/16/2023,45
1/16/2023 - 1/17/2023,25
1/17/2023 - 1/18/2023,29
1/18/2023 - 1/19/2023,26
1/19/2023 - 1/20/2023,24
1/20/2023 - 1/21/2023,21
1/21/2023 - 1/22/2023,35
1/22/2023 - 1/23/2023,43
1/23/2023 - 1/24/2023,31
1/24/2023 - 1/25/2023,43
1/25/2023 - 1/26/2023,18
1/26/2023 - 1/27/2023,14
1/27/2023 - 1/28/2023,15
1/28/2023 - 1/29/2023,41
1/29/2023 - 1/30/2023,36
1/30/2023 - 1/31/2023,17
1/31/2023 - 2/1/2023,25
2/1/2023 - 2/2/2023,23
2/2/2023 - 2/3/2023,32
2/3/2023 - 2/4/2023,25
2/4/2023 - 2/5/2023,41
2/5/2023 - 2/6/2023,53
2/6/2023 - 2/7/2023,34
2/7/2023 - 2/8/2023,33
2/8/2023 - 2/9/2023,28
2/9/2023 - 2/10/2023,10
2/10/2023 - 2/11/2023,32
2/11/2023 - 2/12/2023,51
2/12/2023 - 2/13/2023,60
2/13/2023 - 2/14/2023,37
2/14/2023 - 2/15/2023,36
2/15/2023 - 2/16/2023,43
2/16/2023 - 2/17/2023,31
2/17/2023 - 2/18/2023,80
2/18/2023 - 2/19/2023,145
2/19/2023 - 2/20/2023,149
2/20/2023 - 2/21/2023,139
2/21/2023 - 2/22/2023,37
2/22/2023 - 2/23/2023,34
2/23/2023 - 2/24/2023,67
2/24/2023 - 2/25/2023,52
2/25/2023 - 2/26/2023,84
2/26/2023 - 2/27/2023,97
2/27/2023 - 2/28/2023,26
2/28/2023 - 3/1/2023,61
3/1/2023 - 3/2/2023,76
3/2/2023 - 3/3/2023,82
3/3/2023 - 3/4/2023,21
3/4/2023 - 3/5/2023,115
3/5/2023 - 3/6/2023,125
3/6/2023 - 3/7/2023,90
3/7/2023 - 3/8/2023,59
3/8/2023 - 3/9/2023,73
3/9/2023 - 3/10/2023,58
3/10/2023 - 3/11/2023,34
3/11/2023 - 3/12/2023,108
3/11/2023 - 3/13/2023,75
3/13/2023 - 3/14/2023,52
3/14/2023 - 3/15/2023,53
3/15/2023 - 3/16/2023,70
3/16/2023 - 3/17/2023,56
3/17/2023 - 3/18/2023,53
3/18/2023 - 3/19/2023,72
3/19/2023 - 3/20/2023,103
3/20/2023 - 3/21/2023,68
3/21/2023 - 3/22/2023,74
3/22/2023 - 3/23/2023,69
3/23/2023 - 3/24/2023,74
3/24/2023 - 3/25/2023,43
3/25/2023 - 3/26/2023,87
3/26/2023 - 3/27/2023,133
3/27/2023 - 3/28/2023,89
3/28/2023 - 3/29/2023,105
3/29/2023 - 3/30/2023,83
3/30/2023 - 3/31/2023,96
3/31/2023 - 4/1/2023,68
4/1/2023 - 4/2/2023,75
4/2/2023 - 4/3/2023,142
4/3/2023 - 4/4/2023,115
4/4/2023 - 4/5/2023,96
4/5/2023 - 4/6/2023,68
4/6/2023 - 4/7/2023,101
4/7/2023 - 4/8/2023,126
4/8/2023 - 4/9/2023,148
4/9/2023 - 4/10/2023,131
4/10/2023 - 4/11/2023,101
4/11/2023 - 4/12/2023,112
4/12/2023 - 4/13/2023,123
4/13/2023 - 4/14/2023,114
4/14/2023 - 4/15/2023,110
4/15/2023 - 4/16/2023,171
4/16/2023 - 4/17/2023,86
4/17/2023 - 4/18/2023,69
4/18/2023 - 4/19/2023,109
4/19/2023 - 4/20/2023,111
4/20/2023 - 4/21/2023,137
4/21/2023 - 4/22/2023,84
4/22/2023 - 4/23/2023,144
4/23/2023 - 4/24/2023,136
4/24/2023 - 4/25/2023,132
4/25/2023 - 4/26/2023,126
4/26/2023 - 4/27/2023,148
4/27/2023 - 4/28/2023,153
4/28/2023 - 4/29/2023,127
4/29/2023 - 4/30/2023,185
4/30/2023 - 5/1/2023,165
5/1/2023 - 5/2/2023,79
5/2/2023 - 5/3/2023,113
5/3/2023 - 5/4/2023,153
5/4/2023 - 5/5/2023,167
5/5/2023 - 5/6/2023,156
5/6/2023 - 5/7/2023,235
5/7/2023 - 5/8/2023,181
5/8/2023 - 5/9/2023,175
5/9/2023 - 5/10/2023,197
5/10/2023 - 5/11/2023,178
5/11/2023 - 5/12/2023,153
5/12/2023 - 5/13/2023,138
5/13/2023 - 5/14/2023,405
5/14/2023 - 5/15/2023,183
5/15/2023 - 5/16/2023,147
5/16/2023 - 5/17/2023,150
5/17/2023 - 5/18/2023,133
5/18/2023 - 5/19/2023,131
5/19/2023 - 5/20/2023,125
5/20/2023 - 5/21/2023,121
5/21/2023 - 5/22/2023,144
5/22/2023 - 5/23/2023,96
5/23/2023 - 5/24/2023,101
5/24/2023 - 5/25/2023,82
5/25/2023 - 5/26/2023,96
5/26/2023 - 5/27/2023,79
5/27/2023 - 5/28/2023,132
5/28/2023 - 5/29/2023,105
5/29/2023 - 5/30/2023,119
5/30/2023 - 5/31/2023,77
5/31/2023 - 6/1/2023,76
6/1/2023 - 6/2/2023,77
6/2/2023 - 6/3/2023,66
6/3/2023 - 6/4/2023,75
6/4/2023 - 6/5/2023,94
6/5/2023 - 6/6/2023,57
6/6/2023 - 6/7/2023,55
6/7/2023 - 6/8/2023,65
6/8/2023 - 6/9/2023,66
6/9/2023 - 6/10/2023,63
6/10/2023 - 6/11/2023,93
6/11/2023 - 6/12/2023,44
6/12/2023 - 6/13/2023,68
6/13/2023 - 6/14/2023,49
6/14/2023 - 6/15/2023,72
6/15/2023 - 6/16/2023,56
6/16/2023 - 6/17/2023,73
6/17/2023 - 6/18/2023,88
6/18/2023 - 6/19/2023,83
6/19/2023 - 6/20/2023,52
6/20/2023 - 6/21/2023,53
6/21/2023 - 6/22/2023,47
6/22/2023 - 6/23/2023,60
6/23/2023 - 6/24/2023,73
6/24/2023 - 6/25/2023,66
6/25/2023 - 6/26/2023,56
6/26/2023 - 6/27/2023,51
6/27/2023 - 6/28/2023,54
6/28/2023 - 6/29/2023,52
6/29/2023 - 6/30/2023,33
