date,Count
3/29/2017 - 3/30/2017,27
3/30/2017 - 3/31/2017,16
3/31/2017 - 4/1/2017,22
4/1/2017 - 4/2/2017,49
4/2/2017 - 4/3/2017,52
4/3/2017 - 4/4/2017,27
4/4/2017 - 4/5/2017,35
4/5/2017 - 4/6/2017,32
4/6/2017 - 4/7/2017,9
4/7/2017 - 4/8/2017,36
4/8/2017 - 4/9/2017,57
4/9/2017 - 4/10/2017,47
4/10/2017 - 4/11/2017,18
4/11/2017 - 4/12/2017,47
4/12/2017 - 4/13/2017,46
4/13/2017 - 4/14/2017,24
4/14/2017 - 4/15/2017,45
4/15/2017 - 4/16/2017,55
4/16/2017 - 4/17/2017,41
4/17/2017 - 4/18/2017,53
4/18/2017 - 4/19/2017,39
4/19/2017 - 4/20/2017,32
4/20/2017 - 4/21/2017,32
4/21/2017 - 4/22/2017,52
4/22/2017 - 4/23/2017,53
4/23/2017 - 4/24/2017,71
4/24/2017 - 4/25/2017,43
4/25/2017 - 4/26/2017,44
4/26/2017 - 4/27/2017,64
4/27/2017 - 4/28/2017,45
4/28/2017 - 4/29/2017,52
4/29/2017 - 4/30/2017,47
4/30/2017 - 5/1/2017,59
5/1/2017 - 5/2/2017,32
5/2/2017 - 5/3/2017,39
5/3/2017 - 5/4/2017,41
5/4/2017 - 5/5/2017,19
5/5/2017 - 5/6/2017,28
5/6/2017 - 5/7/2017,60
5/7/2017 - 5/8/2017,92
5/8/2017 - 5/9/2017,55
5/9/2017 - 5/10/2017,53
5/10/2017 - 5/11/2017,63
5/11/2017 - 5/12/2017,42
5/12/2017 - 5/13/2017,41
5/13/2017 - 5/14/2017,107
5/14/2017 - 5/15/2017,46
5/15/2017 - 5/16/2017,49
5/16/2017 - 5/17/2017,36
5/17/2017 - 5/18/2017,29
5/18/2017 - 5/19/2017,35
5/19/2017 - 5/20/2017,44
5/20/2017 - 5/21/2017,52
5/21/2017 - 5/22/2017,50
5/22/2017 - 5/23/2017,20
5/23/2017 - 5/24/2017,28
5/24/2017 - 5/25/2017,18
5/25/2017 - 5/26/2017,13
5/26/2017 - 5/27/2017,28
5/27/2017 - 5/28/2017,30
5/28/2017 - 5/29/2017,26
5/29/2017 - 5/30/2017,30
5/30/2017 - 5/31/2017,11
5/31/2017 - 6/1/2017,16
6/1/2017 - 6/2/2017,19
6/2/2017 - 6/3/2017,11
6/3/2017 - 6/4/2017,33
6/4/2017 - 6/5/2017,17
6/5/2017 - 6/6/2017,12
6/6/2017 - 6/7/2017,13
6/7/2017 - 6/8/2017,18
6/8/2017 - 6/9/2017,18
6/9/2017 - 6/10/2017,16
6/10/2017 - 6/11/2017,16
6/11/2017 - 6/12/2017,26
6/12/2017 - 6/13/2017,16
6/13/2017 - 6/14/2017,12
6/14/2017 - 6/15/2017,9
6/15/2017 - 6/16/2017,7
6/16/2017 - 6/17/2017,17
6/17/2017 - 6/18/2017,27
6/18/2017 - 6/19/2017,13
6/19/2017 - 6/20/2017,16
6/20/2017 - 6/21/2017,12
6/21/2017 - 6/22/2017,21
6/22/2017 - 6/23/2017,13
6/23/2017 - 6/24/2017,5
6/24/2017 - 6/25/2017,19
6/25/2017 - 6/26/2017,17
6/26/2017 - 6/27/2017,27
6/27/2017 - 6/28/2017,16
6/28/2017 - 6/29/2017,16
6/29/2017 - 6/30/2017,12
6/30/2017 - 7/1/2017,5
7/1/2017 - 7/2/2017,28
7/2/2017 - 7/3/2017,21
7/3/2017 - 7/4/2017,11
7/4/2017 - 7/5/2017,21
7/5/2017 - 7/6/2017,9
7/6/2017 - 7/7/2017,19
7/7/2017 - 7/8/2017,13
7/8/2017 - 7/9/2017,27
7/9/2017 - 7/10/2017,25
7/10/2017 - 7/11/2017,15
7/11/2017 - 7/12/2017,9
7/12/2017 - 7/13/2017,9
7/13/2017 - 7/14/2017,9
7/14/2017 - 7/15/2017,10
7/15/2017 - 7/16/2017,31
7/16/2017 - 7/17/2017,14
7/17/2017 - 7/18/2017,15
7/18/2017 - 7/19/2017,11
7/19/2017 - 7/20/2017,9
7/20/2017 - 7/21/2017,7
7/21/2017 - 7/22/2017,6
7/22/2017 - 7/23/2017,6
7/23/2017 - 7/24/2017,20
7/24/2017 - 7/25/2017,10
7/25/2017 - 7/26/2017,15
7/26/2017 - 7/27/2017,3
7/27/2017 - 7/28/2017,8
7/28/2017 - 7/29/2017,10
7/29/2017 - 7/30/2017,17
7/30/2017 - 7/31/2017,14
7/31/2017 - 8/1/2017,12
8/1/2017 - 8/2/2017,13
8/2/2017 - 8/3/2017,4
8/3/2017 - 8/4/2017,4
8/4/2017 - 8/5/2017,5
8/5/2017 - 8/6/2017,12
8/6/2017 - 8/7/2017,12
8/7/2017 - 8/8/2017,7
8/8/2017 - 8/9/2017,8
8/9/2017 - 8/10/2017,10
8/10/2017 - 8/11/2017,6
8/11/2017 - 8/12/2017,6
8/12/2017 - 8/13/2017,12
8/13/2017 - 8/14/2017,12
8/14/2017 - 8/15/2017,7
8/15/2017 - 8/16/2017,5
8/16/2017 - 8/17/2017,6
8/17/2017 - 8/18/2017,7
8/18/2017 - 8/19/2017,13
8/19/2017 - 8/20/2017,9
8/20/2017 - 8/21/2017,12
8/21/2017 - 8/22/2017,6
8/22/2017 - 8/23/2017,5
8/23/2017 - 8/24/2017,12
8/24/2017 - 8/25/2017,14
8/25/2017 - 8/26/2017,16
8/26/2017 - 8/27/2017,18
8/27/2017 - 8/28/2017,20
8/28/2017 - 8/29/2017,11
8/29/2017 - 8/30/2017,11
8/30/2017 - 8/31/2017,10
8/31/2017 - 9/1/2017,8
9/1/2017 - 9/2/2017,11
9/2/2017 - 9/3/2017,31
9/3/2017 - 9/4/2017,32
9/4/2017 - 9/5/2017,18
9/5/2017 - 9/6/2017,10
9/6/2017 - 9/7/2017,11
9/7/2017 - 9/8/2017,13
9/8/2017 - 9/9/2017,13
9/9/2017 - 9/10/2017,28
9/10/2017 - 9/11/2017,21
9/11/2017 - 9/12/2017,13
9/12/2017 - 9/13/2017,9
9/13/2017 - 9/14/2017,8
9/14/2017 - 9/15/2017,24
9/15/2017 - 9/16/2017,15
9/16/2017 - 9/17/2017,32
9/17/2017 - 9/18/2017,19
9/18/2017 - 9/19/2017,3
9/19/2017 - 9/20/2017,10
9/20/2017 - 9/21/2017,11
9/21/2017 - 9/22/2017,2
9/22/2017 - 9/23/2017,9
9/23/2017 - 9/24/2017,20
9/24/2017 - 9/25/2017,20
9/25/2017 - 9/26/2017,10
9/26/2017 - 9/27/2017,9
9/27/2017 - 9/28/2017,12
9/28/2017 - 9/29/2017,17
9/29/2017 - 9/30/2017,11
9/30/2017 - 10/1/2017,23
10/1/2017 - 10/2/2017,29
10/2/2017 - 10/3/2017,9
10/3/2017 - 10/4/2017,10
10/4/2017 - 10/5/2017,10
10/5/2017 - 10/6/2017,6
10/6/2017 - 10/7/2017,8
10/7/2017 - 10/8/2017,16
10/8/2017 - 10/9/2017,26
10/9/2017 - 10/10/2017,22
10/10/2017 - 10/11/2017,9
10/11/2017 - 10/12/2017,11
10/12/2017 - 10/13/2017,9
10/13/2017 - 10/14/2017,21
10/14/2017 - 10/15/2017,22
10/15/2017 - 10/16/2017,6
10/16/2017 - 10/17/2017,30
10/17/2017 - 10/18/2017,14
10/18/2017 - 10/19/2017,22
10/19/2017 - 10/20/2017,16
10/20/2017 - 10/21/2017,17
10/21/2017 - 10/22/2017,27
10/22/2017 - 10/23/2017,13
10/23/2017 - 10/24/2017,5
10/24/2017 - 10/25/2017,6
10/25/2017 - 10/26/2017,13
10/26/2017 - 10/27/2017,10
10/27/2017 - 10/28/2017,14
10/28/2017 - 10/29/2017,22
10/29/2017 - 10/30/2017,15
10/30/2017 - 10/31/2017,5
10/31/2017 - 11/1/2017,12
11/1/2017 - 11/2/2017,6
11/2/2017 - 11/3/2017,8
11/3/2017 - 11/4/2017,11
11/4/2017 - 11/5/2017,14
11/5/2017 - 11/6/2017,7
11/6/2017 - 11/7/2017,8
11/7/2017 - 11/8/2017,3
11/8/2017 - 11/9/2017,7
11/9/2017 - 11/10/2017,6
11/10/2017 - 11/11/2017,4
11/11/2017 - 11/12/2017,11
11/12/2017 - 11/13/2017,5
11/13/2017 - 11/14/2017,5
11/14/2017 - 11/15/2017,3
11/15/2017 - 11/16/2017,0
11/16/2017 - 11/17/2017,4
11/17/2017 - 11/18/2017,3
11/18/2017 - 11/19/2017,1
11/19/2017 - 11/20/2017,8
11/20/2017 - 11/21/2017,3
11/21/2017 - 11/22/2017,2
11/22/2017 - 11/23/2017,5
11/23/2017 - 11/24/2017,3
11/24/2017 - 11/25/2017,4
11/25/2017 - 11/26/2017,5
11/26/2017 - 11/27/2017,5
11/27/2017 - 11/28/2017,0
11/28/2017 - 11/29/2017,3
11/29/2017 - 11/30/2017,2
11/30/2017 - 12/1/2017,0
12/1/2017 - 12/2/2017,5
12/2/2017 - 12/3/2017,4
12/3/2017 - 12/4/2017,6
12/4/2017 - 12/5/2017,0
12/5/2017 - 12/6/2017,4
12/6/2017 - 12/7/2017,1
12/7/2017 - 12/8/2017,1
12/8/2017 - 12/9/2017,2
12/9/2017 - 12/10/2017,7
12/10/2017 - 12/11/2017,2
12/11/2017 - 12/12/2017,1
12/12/2017 - 12/13/2017,0
12/13/2017 - 12/14/2017,0
12/14/2017 - 12/15/2017,2
12/15/2017 - 12/16/2017,1
12/16/2017 - 12/17/2017,11
12/17/2017 - 12/18/2017,5
12/18/2017 - 12/19/2017,1
12/19/2017 - 12/20/2017,1
12/20/2017 - 12/21/2017,1
12/21/2017 - 12/22/2017,3
12/22/2017 - 12/23/2017,1
12/23/2017 - 12/24/2017,0
12/24/2017 - 12/25/2017,3
12/25/2017 - 12/26/2017,1
12/26/2017 - 12/27/2017,2
12/27/2017 - 12/28/2017,0
12/28/2017 - 12/29/2017,1
12/29/2017 - 12/30/2017,3
12/30/2017 - 12/31/2017,4
12/31/2017 - 1/1/2018,2
1/1/2018 - 1/2/2018,14
1/2/2018 - 1/3/2018,5
1/3/2018 - 1/4/2018,5
1/4/2018 - 1/5/2018,3
1/5/2018 - 1/6/2018,2
1/6/2018 - 1/7/2018,6
1/7/2018 - 1/8/2018,6
1/8/2018 - 1/9/2018,1
1/9/2018 - 1/10/2018,5
1/10/2018 - 1/11/2018,10
1/11/2018 - 1/12/2018,7
1/12/2018 - 1/13/2018,6
1/13/2018 - 1/14/2018,9
1/14/2018 - 1/15/2018,12
1/15/2018 - 1/16/2018,11
1/16/2018 - 1/17/2018,1
1/17/2018 - 1/18/2018,4
1/18/2018 - 1/19/2018,4
1/19/2018 - 1/20/2018,6
1/20/2018 - 1/21/2018,8
1/21/2018 - 1/22/2018,10
1/22/2018 - 1/23/2018,2
1/23/2018 - 1/24/2018,3
1/24/2018 - 1/25/2018,4
1/25/2018 - 1/26/2018,6
1/26/2018 - 1/27/2018,4
1/27/2018 - 1/28/2018,4
1/28/2018 - 1/29/2018,8
1/29/2018 - 1/30/2018,3
1/30/2018 - 1/31/2018,5
1/31/2018 - 2/1/2018,4
2/1/2018 - 2/2/2018,7
2/2/2018 - 2/3/2018,3
2/3/2018 - 2/4/2018,7
2/4/2018 - 2/5/2018,7
2/5/2018 - 2/6/2018,3
2/6/2018 - 2/7/2018,3
2/7/2018 - 2/8/2018,5
2/8/2018 - 2/9/2018,8
2/9/2018 - 2/10/2018,4
2/10/2018 - 2/11/2018,5
2/11/2018 - 2/12/2018,7
2/12/2018 - 2/13/2018,1
2/13/2018 - 2/14/2018,2
2/14/2018 - 2/15/2018,3
2/15/2018 - 2/16/2018,7
2/16/2018 - 2/17/2018,9
2/17/2018 - 2/18/2018,8
2/18/2018 - 2/19/2018,16
2/19/2018 - 2/20/2018,6
2/20/2018 - 2/21/2018,18
2/21/2018 - 2/22/2018,5
2/22/2018 - 2/23/2018,13
2/23/2018 - 2/24/2018,19
2/24/2018 - 2/25/2018,27
2/25/2018 - 2/26/2018,25
2/26/2018 - 2/27/2018,28
2/27/2018 - 2/28/2018,30
2/28/2018 - 3/1/2018,21
3/1/2018 - 3/2/2018,7
3/2/2018 - 3/3/2018,21
3/3/2018 - 3/4/2018,61
3/4/2018 - 3/5/2018,39
3/5/2018 - 3/6/2018,27
3/6/2018 - 3/7/2018,20
3/7/2018 - 3/8/2018,15
3/8/2018 - 3/9/2018,16
3/9/2018 - 3/10/2018,29
3/10/2018 - 3/11/2018,36
3/10/2018 - 3/12/2018,28
3/12/2018 - 3/13/2018,22
3/13/2018 - 3/14/2018,15
3/14/2018 - 3/15/2018,22
3/15/2018 - 3/16/2018,39
3/16/2018 - 3/17/2018,26
3/17/2018 - 3/18/2018,33
3/18/2018 - 3/19/2018,41
3/19/2018 - 3/20/2018,19
3/20/2018 - 3/21/2018,19
3/21/2018 - 3/22/2018,30
3/22/2018 - 3/23/2018,33
3/23/2018 - 3/24/2018,41
3/24/2018 - 3/25/2018,21
3/25/2018 - 3/26/2018,47
3/26/2018 - 3/27/2018,25
3/27/2018 - 3/28/2018,19
3/28/2018 - 3/29/2018,42
3/29/2018 - 3/30/2018,15
3/30/2018 - 3/31/2018,51
3/31/2018 - 4/1/2018,51
4/1/2018 - 4/2/2018,53
4/2/2018 - 4/3/2018,34
4/3/2018 - 4/4/2018,18
4/4/2018 - 4/5/2018,27
4/5/2018 - 4/6/2018,38
4/6/2018 - 4/7/2018,42
4/7/2018 - 4/8/2018,77
4/8/2018 - 4/9/2018,67
4/9/2018 - 4/10/2018,37
4/10/2018 - 4/11/2018,38
4/11/2018 - 4/12/2018,42
4/12/2018 - 4/13/2018,45
4/13/2018 - 4/14/2018,79
4/14/2018 - 4/15/2018,83
4/15/2018 - 4/16/2018,70
4/16/2018 - 4/17/2018,26
4/17/2018 - 4/18/2018,55
4/18/2018 - 4/19/2018,59
4/19/2018 - 4/20/2018,50
4/20/2018 - 4/21/2018,65
4/21/2018 - 4/22/2018,94
4/22/2018 - 4/23/2018,88
4/23/2018 - 4/24/2018,32
4/24/2018 - 4/25/2018,32
4/25/2018 - 4/26/2018,61
4/26/2018 - 4/27/2018,56
4/27/2018 - 4/28/2018,69
4/28/2018 - 4/29/2018,91
4/29/2018 - 4/30/2018,99
4/30/2018 - 5/1/2018,52
5/1/2018 - 5/2/2018,99
5/2/2018 - 5/3/2018,86
5/3/2018 - 5/4/2018,97
5/4/2018 - 5/5/2018,114
5/5/2018 - 5/6/2018,167
5/6/2018 - 5/7/2018,132
5/7/2018 - 5/8/2018,80
5/8/2018 - 5/9/2018,79
5/9/2018 - 5/10/2018,57
5/10/2018 - 5/11/2018,59
5/11/2018 - 5/12/2018,72
5/12/2018 - 5/13/2018,132
5/13/2018 - 5/14/2018,70
5/14/2018 - 5/15/2018,64
5/15/2018 - 5/16/2018,64
5/16/2018 - 5/17/2018,61
5/17/2018 - 5/18/2018,44
5/18/2018 - 5/19/2018,41
5/19/2018 - 5/20/2018,43
5/20/2018 - 5/21/2018,40
5/21/2018 - 5/22/2018,35
5/22/2018 - 5/23/2018,44
5/23/2018 - 5/24/2018,45
5/24/2018 - 5/25/2018,24
5/25/2018 - 5/26/2018,35
5/26/2018 - 5/27/2018,49
5/27/2018 - 5/28/2018,39
5/28/2018 - 5/29/2018,34
5/29/2018 - 5/30/2018,30
5/30/2018 - 5/31/2018,14
5/31/2018 - 6/1/2018,22
6/1/2018 - 6/2/2018,24
6/2/2018 - 6/3/2018,39
6/3/2018 - 6/4/2018,37
6/4/2018 - 6/5/2018,31
6/5/2018 - 6/6/2018,32
6/6/2018 - 6/7/2018,33
6/7/2018 - 6/8/2018,20
6/8/2018 - 6/9/2018,18
6/9/2018 - 6/10/2018,30
6/10/2018 - 6/11/2018,17
6/11/2018 - 6/12/2018,20
6/12/2018 - 6/13/2018,14
6/13/2018 - 6/14/2018,28
6/14/2018 - 6/15/2018,23
6/15/2018 - 6/16/2018,23
6/16/2018 - 6/17/2018,38
6/17/2018 - 6/18/2018,21
6/18/2018 - 6/19/2018,17
6/19/2018 - 6/20/2018,17
6/20/2018 - 6/21/2018,19
6/21/2018 - 6/22/2018,13
6/22/2018 - 6/23/2018,17
6/23/2018 - 6/24/2018,34
6/24/2018 - 6/25/2018,29
6/25/2018 - 6/26/2018,14
6/26/2018 - 6/27/2018,22
6/27/2018 - 6/28/2018,19
6/28/2018 - 6/29/2018,23
6/29/2018 - 6/30/2018,19
6/30/2018 - 7/1/2018,20
7/1/2018 - 7/2/2018,20
7/2/2018 - 7/3/2018,23
7/3/2018 - 7/4/2018,15
7/4/2018 - 7/5/2018,17
7/5/2018 - 7/6/2018,22
7/6/2018 - 7/7/2018,33
7/7/2018 - 7/8/2018,49
7/8/2018 - 7/9/2018,43
7/9/2018 - 7/10/2018,17
7/10/2018 - 7/11/2018,13
7/11/2018 - 7/12/2018,27
7/12/2018 - 7/13/2018,18
7/13/2018 - 7/14/2018,17
7/14/2018 - 7/15/2018,22
7/15/2018 - 7/16/2018,27
7/16/2018 - 7/17/2018,10
7/17/2018 - 7/18/2018,17
7/18/2018 - 7/19/2018,17
7/19/2018 - 7/20/2018,20
7/20/2018 - 7/21/2018,15
7/21/2018 - 7/22/2018,17
7/22/2018 - 7/23/2018,26
7/23/2018 - 7/24/2018,27
7/24/2018 - 7/25/2018,11
7/25/2018 - 7/26/2018,12
7/26/2018 - 7/27/2018,23
7/27/2018 - 7/28/2018,18
7/28/2018 - 7/29/2018,37
7/29/2018 - 7/30/2018,31
7/30/2018 - 7/31/2018,11
7/31/2018 - 8/1/2018,14
8/1/2018 - 8/2/2018,19
8/2/2018 - 8/3/2018,14
8/3/2018 - 8/4/2018,16
8/4/2018 - 8/5/2018,20
8/5/2018 - 8/6/2018,21
8/6/2018 - 8/7/2018,10
8/7/2018 - 8/8/2018,7
8/8/2018 - 8/9/2018,6
8/9/2018 - 8/10/2018,6
8/10/2018 - 8/11/2018,11
8/11/2018 - 8/12/2018,16
8/12/2018 - 8/13/2018,20
8/13/2018 - 8/14/2018,12
8/14/2018 - 8/15/2018,3
8/15/2018 - 8/16/2018,11
8/16/2018 - 8/17/2018,13
8/17/2018 - 8/18/2018,7
8/18/2018 - 8/19/2018,15
8/19/2018 - 8/20/2018,27
8/20/2018 - 8/21/2018,12
8/21/2018 - 8/22/2018,7
8/22/2018 - 8/23/2018,9
8/23/2018 - 8/24/2018,13
8/24/2018 - 8/25/2018,20
8/25/2018 - 8/26/2018,8
8/26/2018 - 8/27/2018,18
8/27/2018 - 8/28/2018,7
8/28/2018 - 8/29/2018,9
8/29/2018 - 8/30/2018,8
8/30/2018 - 8/31/2018,13
8/31/2018 - 9/1/2018,7
9/1/2018 - 9/2/2018,12
9/2/2018 - 9/3/2018,21
9/3/2018 - 9/4/2018,18
9/4/2018 - 9/5/2018,9
9/5/2018 - 9/6/2018,4
9/6/2018 - 9/7/2018,13
9/7/2018 - 9/8/2018,9
9/8/2018 - 9/9/2018,2
9/9/2018 - 9/10/2018,14
9/10/2018 - 9/11/2018,19
9/11/2018 - 9/12/2018,25
9/12/2018 - 9/13/2018,21
9/13/2018 - 9/14/2018,25
9/14/2018 - 9/15/2018,12
9/15/2018 - 9/16/2018,24
9/16/2018 - 9/17/2018,31
9/17/2018 - 9/18/2018,26
9/18/2018 - 9/19/2018,15
9/19/2018 - 9/20/2018,15
9/20/2018 - 9/21/2018,12
9/21/2018 - 9/22/2018,20
9/22/2018 - 9/23/2018,55
9/23/2018 - 9/24/2018,34
9/24/2018 - 9/25/2018,11
9/25/2018 - 9/26/2018,8
9/26/2018 - 9/27/2018,16
9/27/2018 - 9/28/2018,19
9/28/2018 - 9/29/2018,20
9/29/2018 - 9/30/2018,41
9/30/2018 - 10/1/2018,23
10/1/2018 - 10/2/2018,22
10/2/2018 - 10/3/2018,16
10/3/2018 - 10/4/2018,19
10/4/2018 - 10/5/2018,15
10/5/2018 - 10/6/2018,21
10/6/2018 - 10/7/2018,46
10/7/2018 - 10/8/2018,25
10/8/2018 - 10/9/2018,25
10/9/2018 - 10/10/2018,17
10/10/2018 - 10/11/2018,14
10/11/2018 - 10/12/2018,17
10/12/2018 - 10/13/2018,11
10/13/2018 - 10/14/2018,35
10/14/2018 - 10/15/2018,31
10/15/2018 - 10/16/2018,11
10/16/2018 - 10/17/2018,18
10/17/2018 - 10/18/2018,24
10/18/2018 - 10/19/2018,23
10/19/2018 - 10/20/2018,23
10/20/2018 - 10/21/2018,14
10/21/2018 - 10/22/2018,32
10/22/2018 - 10/23/2018,20
10/23/2018 - 10/24/2018,21
10/24/2018 - 10/25/2018,16
10/25/2018 - 10/26/2018,21
10/26/2018 - 10/27/2018,8
10/27/2018 - 10/28/2018,35
10/28/2018 - 10/29/2018,14
10/29/2018 - 10/30/2018,23
10/30/2018 - 10/31/2018,16
10/31/2018 - 11/1/2018,8
11/1/2018 - 11/2/2018,3
11/2/2018 - 11/3/2018,16
11/3/2018 - 11/4/2018,39
11/4/2018 - 11/5/2018,30
11/5/2018 - 11/6/2018,15
11/6/2018 - 11/7/2018,11
11/7/2018 - 11/8/2018,19
11/8/2018 - 11/9/2018,13
11/9/2018 - 11/10/2018,12
11/10/2018 - 11/11/2018,14
11/11/2018 - 11/12/2018,23
11/12/2018 - 11/13/2018,19
11/13/2018 - 11/14/2018,9
11/14/2018 - 11/15/2018,6
11/15/2018 - 11/16/2018,10
11/16/2018 - 11/17/2018,11
11/17/2018 - 11/18/2018,17
11/18/2018 - 11/19/2018,22
11/19/2018 - 11/20/2018,13
11/20/2018 - 11/21/2018,11
11/21/2018 - 11/22/2018,22
11/22/2018 - 11/23/2018,15
11/23/2018 - 11/24/2018,10
11/24/2018 - 11/25/2018,10
11/25/2018 - 11/26/2018,13
11/26/2018 - 11/27/2018,8
11/27/2018 - 11/28/2018,5
11/28/2018 - 11/29/2018,7
11/29/2018 - 11/30/2018,6
11/30/2018 - 12/1/2018,9
12/1/2018 - 12/2/2018,4
12/2/2018 - 12/3/2018,12
12/3/2018 - 12/4/2018,6
12/4/2018 - 12/5/2018,6
12/5/2018 - 12/6/2018,5
12/6/2018 - 12/7/2018,6
12/7/2018 - 12/8/2018,10
12/8/2018 - 12/9/2018,10
12/9/2018 - 12/10/2018,10
12/10/2018 - 12/11/2018,7
12/11/2018 - 12/12/2018,8
12/12/2018 - 12/13/2018,6
12/13/2018 - 12/14/2018,6
12/14/2018 - 12/15/2018,3
12/15/2018 - 12/16/2018,4
12/16/2018 - 12/17/2018,20
12/17/2018 - 12/18/2018,7
12/18/2018 - 12/19/2018,7
12/19/2018 - 12/20/2018,10
12/20/2018 - 12/21/2018,3
12/21/2018 - 12/22/2018,3
12/22/2018 - 12/23/2018,8
12/23/2018 - 12/24/2018,9
12/24/2018 - 12/25/2018,7
12/25/2018 - 12/26/2018,9
12/26/2018 - 12/27/2018,5
12/27/2018 - 12/28/2018,2
12/28/2018 - 12/29/2018,4
12/29/2018 - 12/30/2018,11
12/30/2018 - 12/31/2018,8
12/31/2018 - 1/1/2019,7
1/1/2019 - 1/2/2019,41
1/2/2019 - 1/3/2019,20
1/3/2019 - 1/4/2019,16
1/4/2019 - 1/5/2019,13
1/5/2019 - 1/6/2019,37
1/6/2019 - 1/7/2019,20
1/7/2019 - 1/8/2019,15
1/8/2019 - 1/9/2019,18
1/9/2019 - 1/10/2019,12
1/10/2019 - 1/11/2019,11
1/11/2019 - 1/12/2019,12
1/12/2019 - 1/13/2019,18
1/13/2019 - 1/14/2019,18
1/14/2019 - 1/15/2019,13
1/15/2019 - 1/16/2019,9
1/16/2019 - 1/17/2019,13
1/17/2019 - 1/18/2019,10
1/18/2019 - 1/19/2019,15
1/19/2019 - 1/20/2019,16
1/20/2019 - 1/21/2019,24
1/21/2019 - 1/22/2019,17
1/22/2019 - 1/23/2019,13
1/23/2019 - 1/24/2019,4
1/24/2019 - 1/25/2019,13
1/25/2019 - 1/26/2019,13
1/26/2019 - 1/27/2019,25
1/27/2019 - 1/28/2019,18
1/28/2019 - 1/29/2019,6
1/29/2019 - 1/30/2019,7
1/30/2019 - 1/31/2019,12
1/31/2019 - 2/1/2019,15
2/1/2019 - 2/2/2019,17
2/2/2019 - 2/3/2019,32
2/3/2019 - 2/4/2019,30
2/4/2019 - 2/5/2019,7
2/5/2019 - 2/6/2019,11
2/6/2019 - 2/7/2019,7
2/7/2019 - 2/8/2019,2
2/8/2019 - 2/9/2019,10
2/9/2019 - 2/10/2019,23
2/10/2019 - 2/11/2019,25
2/11/2019 - 2/12/2019,13
2/12/2019 - 2/13/2019,9
2/13/2019 - 2/14/2019,5
2/14/2019 - 2/15/2019,10
2/15/2019 - 2/16/2019,17
2/16/2019 - 2/17/2019,24
2/17/2019 - 2/18/2019,17
2/18/2019 - 2/19/2019,11
2/19/2019 - 2/20/2019,15
2/20/2019 - 2/21/2019,7
2/21/2019 - 2/22/2019,8
2/22/2019 - 2/23/2019,14
2/23/2019 - 2/24/2019,21
2/24/2019 - 2/25/2019,5
2/25/2019 - 2/26/2019,11
2/26/2019 - 2/27/2019,24
2/27/2019 - 2/28/2019,25
2/28/2019 - 3/1/2019,19
3/1/2019 - 3/2/2019,17
3/2/2019 - 3/3/2019,32
3/3/2019 - 3/4/2019,20
3/4/2019 - 3/5/2019,17
3/5/2019 - 3/6/2019,17
3/6/2019 - 3/7/2019,20
3/7/2019 - 3/8/2019,18
3/8/2019 - 3/9/2019,16
3/9/2019 - 3/10/2019,20
3/9/2019 - 3/11/2019,36
3/11/2019 - 3/12/2019,51
3/12/2019 - 3/13/2019,41
3/13/2019 - 3/14/2019,44
3/14/2019 - 3/15/2019,26
3/15/2019 - 3/16/2019,27
3/16/2019 - 3/17/2019,71
3/17/2019 - 3/18/2019,59
3/18/2019 - 3/19/2019,37
3/19/2019 - 3/20/2019,55
3/20/2019 - 3/21/2019,29
3/21/2019 - 3/22/2019,35
3/22/2019 - 3/23/2019,44
3/23/2019 - 3/24/2019,80
3/24/2019 - 3/25/2019,69
3/25/2019 - 3/26/2019,44
3/26/2019 - 3/27/2019,46
3/27/2019 - 3/28/2019,50
3/28/2019 - 3/29/2019,55
3/29/2019 - 3/30/2019,62
3/30/2019 - 3/31/2019,30
3/31/2019 - 4/1/2019,64
4/1/2019 - 4/2/2019,68
4/2/2019 - 4/3/2019,63
4/3/2019 - 4/4/2019,49
4/4/2019 - 4/5/2019,47
4/5/2019 - 4/6/2019,59
4/6/2019 - 4/7/2019,79
4/7/2019 - 4/8/2019,82
4/8/2019 - 4/9/2019,67
4/9/2019 - 4/10/2019,68
4/10/2019 - 4/11/2019,51
4/11/2019 - 4/12/2019,44
4/12/2019 - 4/13/2019,48
4/13/2019 - 4/14/2019,92
4/14/2019 - 4/15/2019,41
4/15/2019 - 4/16/2019,57
4/16/2019 - 4/17/2019,68
4/17/2019 - 4/18/2019,62
4/18/2019 - 4/19/2019,33
4/19/2019 - 4/20/2019,40
4/20/2019 - 4/21/2019,41
4/21/2019 - 4/22/2019,92
4/22/2019 - 4/23/2019,86
4/23/2019 - 4/24/2019,83
4/24/2019 - 4/25/2019,67
4/25/2019 - 4/26/2019,32
4/26/2019 - 4/27/2019,68
4/27/2019 - 4/28/2019,84
4/28/2019 - 4/29/2019,97
4/29/2019 - 4/30/2019,68
4/30/2019 - 5/1/2019,92
5/1/2019 - 5/2/2019,75
5/2/2019 - 5/3/2019,87
5/3/2019 - 5/4/2019,104
5/4/2019 - 5/5/2019,118
5/5/2019 - 5/6/2019,115
5/6/2019 - 5/7/2019,88
5/7/2019 - 5/8/2019,88
5/8/2019 - 5/9/2019,65
5/9/2019 - 5/10/2019,37
5/10/2019 - 5/11/2019,82
5/11/2019 - 5/12/2019,150
5/12/2019 - 5/13/2019,72
5/13/2019 - 5/14/2019,63
5/14/2019 - 5/15/2019,77
